recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-CC9AAD44C4A5,UPL-CE02A6AB5E49:S193,,,guideline_acc_aha_scai,PCI Strategy,"Patients should be treated with a loading dose of these agents, either before PCI or otherwise at the time of PCI ()",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.41 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Patients should be treated with a loading dose of these agents, either before PCI or otherwise at the time of PCI ()",,,,,,,,,,,,,,
GR-CD229E9BC6CB,UPL-CE02A6AB5E49:S087,2B,C-LD,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing valve surgery, aortic surgery, or other cardiac operations who have intermediate CAD, CABG may be reasonable with a goal of reducing ischemic events",undergoing valve surgery,CAD,,intermediate,,,,,CABG,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.47 line-table COR 2B LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-c",0.9,recommendation-language; cor:2b; loe:c-ld; population-extracted; intervention-extracted; source-locator,population:undergoing valve surgery; intervention:CABG,undergoing valve surgery,undergoing valve surgery,,CAD,,,,,,population:undergoing valve surgery [eq] | disease:CAD [eq],CABG,,,
GR-CEDB62B1E69C,UPL-CE02A6AB5E49:S009,1,A,guideline_acc_aha_scai,STEMI,"In patients with STEMI and ischemic symptoms for <12 hours, PCI should be performed to improve survival",STEMI and ischemic symptoms,STEMI,,,for <12 hours,,,,PCI,,improve survival,ischemic symptoms for <12 hours,,,for <12 hours,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.98,recommendation-language; cor:1; loe:a; population-extracted; intervention-extracted; source-locator; temporal-qualifiers; clinical-entities,population:STEMI and ischemic symptoms; intervention:PCI; outcome:improve survival; condition:ischemic symptoms for <12 hours; temporal_qualifier:for <12 hours,STEMI and ischemic symptoms; ischemic symptoms for <12 hours,STEMI and ischemic symptoms,,STEMI,for <12 hours,,,,ischemic symptoms for <12 hours,population:STEMI and ischemic symptoms [eq] | disease:STEMI [eq] | time_window:for <12 hours [within] | condition:ischemic symptoms for <12 hours [contains],PCI should be performed,for <12 hours; ischemic symptoms for <12 hours,,improve survival
GR-CFD5CF77A1CC,UPL-CE02A6AB5E49:S126,,,guideline_acc_aha_scai,SIHD,A short duration of dual antiplatelet therapy after percutaneous revascularization in patients with stable ischemic heart disease is reasonable to reduce the risk of bleeding events,,,stable,,,,,,,,reduce the risk of bleeding events,,,chronic-stable,stable,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,outcome:reduce the risk of bleeding events; temporal_qualifier:stable,,,stable,,,,,,,clinical_state:stable [eq],is reasonable,stable,,reduce the risk of bleeding events
GR-D0D35DB82441,UPL-CE02A6AB5E49:S033,3: HARM,B-NR,guideline_acc_aha_scai,SIHD,"In patients with SIHD who have ≥1 coronary arteries that are not anatomically or functionally significant (<70% diameter of non–left main coronary artery stenosis, FFR >0.80), coronary revascularization should not be performed with the primary or sole intent to improve survival",SIHD,SIHD,,significant,,,FFR >0.80,,coronary revascularization,,improve survival,≥1 coronary arteries that are not anatomically or functionally significant (<70% diameter of non–left main coronary artery stenosis,,,,2026-04-24T05:27:57.103783+00:00,stable-ischemic-heart-disease,Cirugia Cardiovascular,Revascularizacion Coronaria,p.23 line-table COR 3: HARM LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.94,recommendation-language; cor:3: harm; loe:b-nr; population-extracted; intervention-extracted; source-locator; clinical-entities,population:SIHD; intervention:coronary revascularization; outcome:improve survival; condition:≥1 coronary arteries that are not anatomically or functionally significant (<70% diameter of non–left main coronary artery stenosis; numeric_threshold:FFR >0.80,SIHD; ≥1 coronary arteries that are not anatomically or functionally significant (<70% diameter of non–left main coronary artery stenosis,SIHD,,SIHD,,,,FFR >0.80,≥1 coronary arteries that are not anatomically or functionally significant (<70% diameter of non–left main coronary artery stenosis,population:SIHD [eq] | disease:SIHD [eq] | condition:≥1 coronary arteries that are not anatomically or functionally significant (<70% diameter of non–left main coronary artery stenosis [contains] | numeric_threshold:FFR >0.80 [>] -> 0.80,coronary revascularization should not be performed,≥1 coronary arteries that are not anatomically or functionally significant (<70% diameter of non–left main coronary artery stenosis,,improve survival
GR-D4AB8B94B17F,UPL-CE02A6AB5E49:S007,3: NO BENEFIT,B-R,guideline_acc_aha_scai,Physiology and Complexity Assessment,"In stable patients with angiographically intermediate stenoses and FFR >0.80 or iFR >0.89, PCI should not be performed",stable,,stable,intermediate,,,FFR >0.80; iFR >0.89,,PCI,,,angiographically intermediate stenoses and FFR >0.80 or iFR >0.89,,chronic-stable,stable,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.14 line-table COR 3: NO BENEFIT LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.98,recommendation-language; cor:3: no benefit; loe:b-r; population-extracted; intervention-extracted; source-locator; temporal-qualifiers; clinical-entities,population:stable; intervention:PCI; condition:angiographically intermediate stenoses and FFR >0.80 or iFR >0.89; temporal_qualifier:stable; numeric_threshold:FFR >0.80; numeric_threshold:iFR >0.89,stable; angiographically intermediate stenoses and FFR >0.80 or iFR >0.89,stable,stable,,,,,FFR >0.80; iFR >0.89,angiographically intermediate stenoses and FFR >0.80 or iFR >0.89,population:stable [eq] | clinical_state:stable [eq] | condition:angiographically intermediate stenoses and FFR >0.80 or iFR >0.89 [contains] | numeric_threshold:FFR >0.80 [>] -> 0.80 | numeric_threshold:iFR >0.89 [>] -> 0.89,PCI should not be performed,stable; angiographically intermediate stenoses and FFR >0.80 or iFR >0.89,,
GR-D50B5D9E080C,UPL-CE02A6AB5E49:S104,3: NO BENEFIT,C-LD,guideline_acc_aha_scai,Revascularization Strategy,"In patients who have undergone revascularization, the risks and benefits of beta blockers should be considered before the initiation of therapy",have undergone,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.55 line-table COR 3: NO BENEFIT LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-c",0.82,recommendation-language; cor:3: no benefit; loe:c-ld; population-extracted; source-locator,population:have undergone,have undergone,have undergone,,,,,,,,population:have undergone [eq],,,,
GR-D5BF8BCF35BE,UPL-CE02A6AB5E49:S209,,,guideline_acc_aha_scai,PCI Strategy,"For this reason, PCI is often planned before valve procedures, and guidelines indicate that PCI may be reasonable in patients with severe disease of the proximal arteries",,,,severe,,,,,PCI,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.62 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.62,recommendation-language; intervention-extracted; source-locator,intervention:PCI,,,,,,,,,,,PCI,,,
GR-D641950FCF2D,UPL-CE02A6AB5E49:S130,,,guideline_acc_aha_scai,Heart Team,A patient’s right to decline recommended treatments must be respected and should be acknowledged in a written document after the patient has received sufficient information from the Heart Team,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.11 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:A patient’s right to decline recommended treatments must be respected and should be acknowledged in a written document a,,,,,,,,,,,,,,
GR-D66394048CE3,UPL-CE02A6AB5E49:S139,,,guideline_acc_aha_scai,Heart Team,"In patients with complex non-infarct artery disease, the decision to proceed with PCI versus CABG of the non-infarct artery should include a Heart Team discussion",complex non-infarct artery disease,,,,,,,,,CABG of the non-infarct artery should include a Heart Team discussion,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.19 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.62,recommendation-language; population-extracted; source-locator,population:complex non-infarct artery disease; comparator:CABG of the non-infarct artery should include a Heart Team discussion,complex non-infarct artery disease,complex non-infarct artery disease,,,,,,,,population:complex non-infarct artery disease [eq],,,,
GR-D704E28BE7A0,UPL-CE02A6AB5E49:S165,,,guideline_acc_aha_scai,General Coronary Revascularization,"Guidelines are intended to define practices meeting the needs of patients in most, but not all, circumstances and should not replace clinical judgment",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Guidelines are intended to define practices meeting the needs of patients in most, but not all, circumstances and should",,,,,,,,,,,,,,
GR-D75A69EB2AD0,UPL-CE02A6AB5E49:S120,,,guideline_acc_aha_scai,Revascularization Strategy,"Treatment decisions regarding coronary revascularization in patients with coronary artery disease should be based on clinical indications, regardless of sex, race, or ethnicity, because there is no evidence that some patients benefit less than others, and efforts to reduce disparities of care are warranted",,,,,,,,,,,reduce disparities of care are warranted,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.3 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:reduce disparities of care are warranted,,,,,,,,,,,,,,reduce disparities of care are warranted
GR-D7C2E38E08F4,UPL-CE02A6AB5E49:S119,3: HARM,B-R,guideline_acc_aha_scai,PCI Strategy,"In patients undergoing PCI who have a history of stroke or transient ischemic attack, prasugrel should not be administered",undergoing,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.41 pipe-table COR 3: HARM LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.82,recommendation-language; cor:3: harm; loe:b-r; population-extracted; source-locator,population:undergoing,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,
GR-D92C52D0C7C4,UPL-CE02A6AB5E49:S180,,,guideline_acc_aha_scai,Heart Team,"In such patients and in those with complex CAD, treatment should be individualized and involve a Heart Team discussion",,CAD,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In such patients and in those with complex CAD, treatment should be individualized and involve a Heart Team discussion",,,,CAD,,,,,,disease:CAD [eq],,,,
GR-D98C70B0BE64,UPL-CE02A6AB5E49:S105,1,B-R,guideline_acc_aha_scai,CABG Strategy,"In patients after CABG, beta blockers are recommended and should be started as soon as possible to reduce the incidence or clinical sequelae of postoperative atrial fibrillation",after,,,,,,,post-operative,,,reduce the incidence or clinical sequelae of postoperative atrial fibrillation,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.55 line-table COR 1 LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-r; population-extracted; source-locator,population:after; outcome:reduce the incidence or clinical sequelae of postoperative atrial fibrillation,after,after,,,,,,,,population:after [eq],,,,reduce the incidence or clinical sequelae of postoperative atrial fibrillation
GR-D9EEBDD16401,UPL-CE02A6AB5E49:S118,2A,B-R,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with ACS undergoing PCI, it is reasonable to use ticagrelor or prasugrel in preference to clopidogrel to reduce ischemic events, including stent thrombosis",ACS undergoing,,,,,,,,,"clopidogrel to reduce ischemic events, including stent thrombosis","reduce ischemic events, including stent thrombosis",,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.41 pipe-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.86,recommendation-language; cor:2a; loe:b-r; population-extracted; source-locator; clinical-entities,"population:ACS undergoing; comparator:clopidogrel to reduce ischemic events, including stent thrombosis; outcome:reduce ischemic events, including stent thrombosis",ACS undergoing,ACS undergoing,,,,,,,,population:ACS undergoing [eq],is reasonable,,,"reduce ischemic events, including stent thrombosis"
GR-DADA6334A673,UPL-CE02A6AB5E49:S106,1,B-R,guideline_acc_aha_scai,PCI Strategy,"In patients with atrial fibrillation who are undergoing PCI and are taking oral anticoagulant therapy, it is recommended to discontinue aspirin treatment after 1 to 4 weeks while maintaining P2Y12 inhibitors in addition to a non–vitamin K oral anticoagulant (rivaroxaban, dabigatran, apixaban, or edoxaban) or warfarin to reduce the risk of bleeding",atrial fibrillation,,,,1 to 4 weeks,,,,,,reduce the risk of bleeding,undergoing,,,1 to 4 weeks,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.56 line-table COR 1 LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.9,recommendation-language; cor:1; loe:b-r; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:atrial fibrillation; outcome:reduce the risk of bleeding; condition:undergoing; temporal_qualifier:1 to 4 weeks,atrial fibrillation; undergoing,atrial fibrillation,,,1 to 4 weeks,,,,undergoing,population:atrial fibrillation [eq] | time_window:1 to 4 weeks [within] | condition:undergoing [contains],is recommended,1 to 4 weeks; undergoing,,reduce the risk of bleeding
GR-DB5B434CC18F,UPL-CE02A6AB5E49:S043,2A,C-LD,guideline_acc_aha_scai,CABG Strategy,"In patients with previous CABG and refractory angina on GDMT that is attributable to LAD disease, it is reasonable to choose CABG over PCI when an internal mammary artery (IMA) can be used as a conduit to the LAD",previous,angina,refractory angina,,,,,,,PCI when an internal mammary artery (IMA) can be used as a conduit to the LAD,,an internal mammary artery (IMA) can be used as a conduit to the LAD,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.29 line-table COR 2A LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.86,recommendation-language; cor:2a; loe:c-ld; population-extracted; source-locator; clinical-entities,population:previous; comparator:PCI when an internal mammary artery (IMA) can be used as a conduit to the LAD; condition:an internal mammary artery (IMA) can be used as a conduit to the LAD,previous; an internal mammary artery (IMA) can be used as a conduit to the LAD,previous,refractory angina,angina,,,,,an internal mammary artery (IMA) can be used as a conduit to the LAD,population:previous [eq] | clinical_state:refractory angina [eq] | disease:angina [eq] | condition:an internal mammary artery (IMA) can be used as a conduit to the LAD [contains],is reasonable,an internal mammary artery (IMA) can be used as a conduit to the LAD,,
GR-DC3D97509B7F,UPL-CE02A6AB5E49:S065,2A,B-R,guideline_acc_aha_scai,General Coronary Revascularization,"In patients with fibrotic or heavily calcified lesions, plaque modification with rotational atherectomy can be useful to improve procedural success",fibrotic or heavily calcified lesions,,,,,,,,,,improve procedural success,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.37 line-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-r; population-extracted; source-locator,population:fibrotic or heavily calcified lesions; outcome:improve procedural success,fibrotic or heavily calcified lesions,fibrotic or heavily calcified lesions,,,,,,,,population:fibrotic or heavily calcified lesions [eq],,,,improve procedural success
GR-DF1A41770FAF,UPL-CE02A6AB5E49:S088,2A,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, the routine use of epiaortic ultrasound scanning can be useful to evaluate the presence, location, and severity of plaque in the ascending aorta to reduce the incidence of atheroembolic complications",undergoing,,,,,,,,,,reduce the incidence of atheroembolic complications,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.48 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-nr; population-extracted; source-locator,population:undergoing; outcome:reduce the incidence of atheroembolic complications,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,reduce the incidence of atheroembolic complications
GR-DFD86E12CE55,UPL-CE02A6AB5E49:S073,2B,B-NR,guideline_acc_aha_scai,General Coronary Revascularization,"In patients who develop recurrent ISR, brachytherapy may be considered to improve symptoms",develop recurrent ISR,,,,,,,,,,improve symptoms,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.39 line-table COR 2B LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.82,recommendation-language; cor:2b; loe:b-nr; population-extracted; source-locator,population:develop recurrent ISR; outcome:improve symptoms,develop recurrent ISR,develop recurrent ISR,,,,,,,,population:develop recurrent ISR [eq],may be considered,,,improve symptoms
GR-E062D60ECD98,UPL-CE02A6AB5E49:S169,,,guideline_acc_aha_scai,General Coronary Revascularization,"In the treatment decisionmaking process, the patient’s best interest should be placed first, and the active participation of the patient and significant others should be engaged",,,,significant,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.11 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In the treatment decisionmaking process, the patient’s best interest should be placed first, and the active participatio",,,,,,,,,,,,,,
GR-E0E8484F3CA3,UPL-CE02A6AB5E49:S058,2A,C-LD,guideline_acc_aha_scai,PCI Strategy,"In patients with cardiac allograft vasculopathy and severe, proximal, discrete coronary lesions, revascularization with PCI is reasonable",cardiac allograft vasculopathy and severe,,,severe,,,,,revascularization with PCI,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.34 line-table COR 2A LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.9,recommendation-language; cor:2a; loe:c-ld; population-extracted; intervention-extracted; source-locator,population:cardiac allograft vasculopathy and severe; intervention:revascularization with PCI,cardiac allograft vasculopathy and severe,cardiac allograft vasculopathy and severe,,,,,,,,population:cardiac allograft vasculopathy and severe [eq],revascularization with PCI is reasonable,,,
GR-E16DC09EC147,UPL-CE02A6AB5E49:S146,,,guideline_acc_aha_scai,Revascularization Strategy,"Although older patients benefit from revascularization to the same, if not greater, extent as younger patients,16 the optimal strategy should be chosen according to patientcentered goals of care",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.31 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Although older patients benefit from revascularization to the same, if not greater, extent as younger patients,16 the op",,,,,,,,,,,,,,
GR-E215495BBC86,UPL-CE02A6AB5E49:S117,1,C-LD,guideline_acc_aha_scai,PCI Strategy,"In patients undergoing PCI within 24 hours after fibrinolytic therapy, a loading dose of 300 mg of clopidogrel, followed by daily dosing, is recommended to reduce ischemic events",undergoing,,,,within 24 hours,fibrinolytic therapy,,,,,reduce ischemic events,,,within-24-hours,within 24 hours,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.41 pipe-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.9,recommendation-language; cor:1; loe:c-ld; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:undergoing; outcome:reduce ischemic events; temporal_qualifier:within 24 hours,undergoing,undergoing,,,within 24 hours,fibrinolytic therapy,,,,population:undergoing [eq] | time_window:within 24 hours [within] | event_anchor:fibrinolytic therapy [eq],is recommended,within 24 hours,,reduce ischemic events
GR-E48BAAFDA4C0,UPL-CE02A6AB5E49:S192,,,guideline_acc_aha_scai,General Coronary Revascularization,Prasugrel should be used with caution at a lower dose in patients ≥75 years of age or with a body weight <60 kg,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.40 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Prasugrel should be used with caution at a lower dose in patients ≥75 years of age or with a body weight <60 kg,,,,,,,,,,,,,,
GR-E572F872D2A3,UPL-CE02A6AB5E49:S019,2B,B-R,guideline_acc_aha_scai,STEMI,"In selected hemodynamically stable patients with STEMI and low-complexity multivessel disease, PCI of a non-infarct artery stenosis may be considered at the time of primary PCI to reduce cardiac event rates",,STEMI,stable,multivessel,,,,,PCI of a non-infarct artery stenosis,,reduce cardiac event rates,,,chronic-stable,stable,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.18 line-table COR 2B LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.9,recommendation-language; cor:2b; loe:b-r; intervention-extracted; source-locator; temporal-qualifiers; clinical-entities,intervention:PCI of a non-infarct artery stenosis; outcome:reduce cardiac event rates; temporal_qualifier:stable,,,stable,STEMI,,,,,,clinical_state:stable [eq] | disease:STEMI [eq],PCI of a non-infarct artery stenosis may be considered,stable,,reduce cardiac event rates
GR-E5A827DB8937,UPL-CE02A6AB5E49:S001,1,B-NR,guideline_acc_aha_scai,Revascularization Strategy,"In patients who require coronary revascularization, treatment decisions should be based on clinical indication, regardless of sex1-7 or race or ethnicity,8-10 and efforts to reduce disparities of care are warranted",require,,,,,,,,,,reduce disparities of care are warranted,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.9 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-nr; population-extracted; source-locator,population:require; outcome:reduce disparities of care are warranted,require,require,,,,,,,,population:require [eq],,,,reduce disparities of care are warranted
GR-E5E6B9AAEFEC,UPL-CE02A6AB5E49:S167,,,guideline_acc_aha_scai,Revascularization Strategy,"In the SHOCK (Should We Emergently Revascularize Occluded Coronaries for Cardiogenic Shock) trial, revascularization rates were lowest and mortality rates highest for Hispanics and .6",,,cardiogenic shock,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,critical-care,Cirugia Cardiovascular,Revascularizacion Coronaria,p.9 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In the SHOCK (Should We Emergently Revascularize Occluded Coronaries for Cardiogenic Shock) trial, revascularization rat",,,cardiogenic shock,,,,,,,clinical_state:cardiogenic shock [eq],,,,
GR-E7634309E19C,UPL-CE02A6AB5E49:S082,1,B-NR,guideline_acc_aha_scai,CABG Strategy,"For patients undergoing CABG, establishment of multidisciplinary, evidence-based perioperative management programs is recommended to optimize analgesia, minimize opioid exposure, prevent complications and to reduce time to extubation, length of stay, and health care costs",undergoing,,,,,,,,,,"reduce time to extubation, length of stay, and health care costs",,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.45 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-nr; population-extracted; source-locator,"population:undergoing; outcome:reduce time to extubation, length of stay, and health care costs",undergoing,undergoing,,,,,,,,population:undergoing [eq],is recommended,,,"reduce time to extubation, length of stay, and health care costs"
GR-E83693A93BF5,UPL-CE02A6AB5E49:S179,,,guideline_acc_aha_scai,PCI Strategy,"Clinicians should integrate clinical data, lesion severity and complexity, patient stability, risk of volume overload, and risk of contrast nephropathy before embarking on an immediate multivessel primary PCI strategy",,,,multivessel,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.19 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Clinicians should integrate clinical data, lesion severity and complexity, patient stability, risk of volume overload, a",,,,,,,,,,,,,,
GR-E8D9CC3D9BCF,UPL-CE02A6AB5E49:S037,1,B-R,guideline_acc_aha_scai,Left Main Disease,"In patients who require revascularization for significant left main CAD with high-complexity CAD, it is recommended to choose CABG over PCI to improve survival",require,CAD,,significant,,,,,,PCI to improve survival,improve survival,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.27 line-table COR 1 LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.86,recommendation-language; cor:1; loe:b-r; population-extracted; source-locator; clinical-entities,population:require; comparator:PCI to improve survival; outcome:improve survival,require,require,,CAD,,,,,,population:require [eq] | disease:CAD [eq],is recommended,,,improve survival
GR-E99B3A0CDDBD,UPL-CE02A6AB5E49:S210,,,guideline_acc_aha_scai,General Coronary Revascularization,Intraoperative echocardiography is indicated in high-risk coronary artery bypass grafting,,,,,,,,intra-operative,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.83 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Intraoperative echocardiography is indicated in high-risk coronary artery bypass grafting,,,,,,,,,,,is indicated,,,
GR-EA05516D2118,UPL-CE02A6AB5E49:S081,3: HARM,B-R,guideline_acc_aha_scai,PCI Strategy,"In patients on therapeutic subcutaneous enoxaparin, in whom the last dose was administered within 12 hours of PCI, UFH should not be used for PCI and may increase bleeding",on therapeutic subcutaneous enoxaparin,,,,within 12 hours,,,,,,,,,,within 12 hours,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.44 line-table COR 3: HARM LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.86,recommendation-language; cor:3: harm; loe:b-r; population-extracted; source-locator; temporal-qualifiers,population:on therapeutic subcutaneous enoxaparin; temporal_qualifier:within 12 hours,on therapeutic subcutaneous enoxaparin,on therapeutic subcutaneous enoxaparin,,,within 12 hours,,,,,population:on therapeutic subcutaneous enoxaparin [eq] | time_window:within 12 hours [within],,within 12 hours,,
